machine_id,timestamp,temperature,pressure,vibration,acoustic,operational_hours,maintenance_performed
MCH-387,2023-02-22T19:26:52Z,86,175,0.011,27,1064,0
MCH-388,2023-05-28T23:16:51Z,94,175,0.005,18,1892,0
MCH-389,2020-10-10T16:43:01Z,83,185,0.008,24,1509,0
MCH-390,2020-03-20T06:03:17Z,93,185,0.005,23,1018,1
MCH-391,2021-11-17T15:30:04Z,91,173,0.012,24,1003,0
MCH-392,2021-12-07T10:14:52Z,83,174,0.008,21,1162,1
MCH-393,2020-02-17T12:58:46Z,92,172,0.011,19,1083,1
MCH-394,2022-04-26T19:22:49Z,87,174,0.01,20,1452,1
MCH-395,2020-04-28T17:48:46Z,83,183,0.012,22,1648,0
MCH-396,2020-07-23T14:14:17Z,83,179,0.008,22,1471,1
MCH-397,2022-09-18T17:18:29Z,91,188,0.006,25,1077,0
MCH-398,2019-04-09T15:08:55Z,89,176,0.004,21,1013,1
MCH-399,2019-03-06T14:53:24Z,92,177,0.003,24,1415,1
MCH-400,2022-09-17T12:07:58Z,91,190,0.002,21,1631,0
MCH-401,2021-05-03T17:06:42Z,94,173,0.006,27,1218,0
MCH-402,2019-06-01T05:17:23Z,82,171,0.002,21,1099,0
MCH-403,2019-03-04T13:11:09Z,85,175,0.008,22,1419,1
MCH-404,2021-02-16T04:15:45Z,92,168,0.003,20,1257,0
MCH-405,2022-07-07T10:14:43Z,83,170,0.005,19,1099,0
MCH-406,2020-02-04T06:23:20Z,88,175,0.009,25,1679,0
MCH-407,2021-02-18T18:18:37Z,89,175,0.006,18,1993,1
MCH-408,2022-03-28T13:44:19Z,88,172,0.004,19,1638,0
MCH-409,2023-01-15T19:28:20Z,82,183,0.008,22,1612,0
MCH-410,2019-12-01T08:51:11Z,86,188,0.006,21,1652,1
MCH-411,2023-06-27T17:16:39Z,88,179,0.008,26,1062,1
MCH-412,2021-02-01T22:21:16Z,87,175,0.003,19,1907,1
MCH-413,2020-09-14T10:42:50Z,83,174,0.007,25,1577,0
MCH-414,2019-08-19T15:36:45Z,91,174,0.009,22,1885,0
MCH-415,2019-05-03T06:48:05Z,87,175,0.006,19,1326,0
MCH-416,2022-04-23T07:31:06Z,93,182,0.011,20,1935,1
MCH-417,2023-10-16T18:33:36Z,81,176,0.003,21,1970,1
MCH-418,2020-07-21T02:09:45Z,93,186,0.003,19,1149,1
MCH-419,2022-06-16T22:13:10Z,83,170,0.006,22,1437,0
MCH-420,2021-10-12T20:45:24Z,93,187,0.007,25,1011,0
MCH-421,2023-12-24T19:14:36Z,90,183,0.007,19,1199,0
MCH-422,2023-08-11T11:01:10Z,81,182,0.01,25,1169,0
MCH-423,2023-07-22T13:29:28Z,87,181,0.004,25,1077,0
MCH-424,2020-11-14T16:51:33Z,85,172,0.009,18,1407,0
MCH-425,2020-05-06T00:22:18Z,82,186,0.008,24,1433,0
MCH-426,2021-02-10T09:12:35Z,83,188,0.011,21,1653,1
MCH-427,2022-08-07T13:24:01Z,87,170,0.003,18,1338,0
MCH-428,2021-06-14T03:52:29Z,88,184,0.012,25,1446,0
MCH-429,2022-03-20T04:02:38Z,91,186,0.009,25,1036,0
MCH-430,2021-02-28T21:07:06Z,92,181,0.01,27,1070,0
MCH-431,2020-10-17T17:06:29Z,87,188,0.004,24,1538,1
MCH-432,2022-09-25T09:55:04Z,87,188,0.002,24,1253,1
MCH-433,2022-04-15T02:21:10Z,81,178,0.009,18,1169,0
MCH-434,2023-12-28T00:08:19Z,85,187,0.011,21,1915,1
MCH-435,2020-08-25T18:00:19Z,91,168,0.009,26,1342,1
MCH-436,2021-02-25T10:45:05Z,93,186,0.008,23,1387,1
MCH-437,2023-09-08T12:37:35Z,91,182,0.004,27,1602,1
MCH-438,2023-11-04T01:34:57Z,90,183,0.003,27,1985,1
MCH-439,2022-11-15T05:52:45Z,87,187,0.009,21,1995,0
MCH-440,2021-10-07T07:17:39Z,89,178,0.01,24,1973,1
MCH-441,2022-02-10T22:14:36Z,88,168,0.009,18,1079,0
MCH-442,2021-03-16T05:40:37Z,94,185,0.008,20,1379,1
MCH-443,2023-11-18T14:11:27Z,81,171,0.007,23,1093,1
MCH-444,2023-11-11T02:02:06Z,87,187,0.003,19,1257,1
MCH-445,2023-03-26T23:36:18Z,88,170,0.003,23,1972,0
MCH-446,2022-09-25T17:50:16Z,85,185,0.004,18,1075,0
MCH-447,2020-12-25T19:07:59Z,81,188,0.007,24,1263,1
MCH-448,2021-06-28T09:50:28Z,82,179,0.003,18,1805,0
MCH-449,2020-08-06T21:50:30Z,82,184,0.009,20,1451,1
MCH-450,2023-09-27T04:49:38Z,82,185,0.007,20,1530,0
MCH-451,2019-07-25T13:21:00Z,81,177,0.006,19,1192,0
MCH-452,2021-10-11T20:43:10Z,93,183,0.003,20,1978,0
MCH-453,2021-06-02T14:09:57Z,83,170,0.009,23,1275,0
MCH-454,2019-02-20T22:49:11Z,82,181,0.012,23,1284,1
MCH-455,2022-12-27T21:59:51Z,83,170,0.009,24,1005,0
MCH-456,2020-05-15T02:36:14Z,87,188,0.008,27,1078,0
MCH-457,2023-01-26T03:32:26Z,85,185,0.008,24,1075,1
MCH-458,2023-01-21T09:01:21Z,94,189,0.012,20,1630,0
MCH-459,2023-10-24T13:16:06Z,84,168,0.005,24,1437,1
MCH-460,2021-07-09T13:44:17Z,81,175,0.003,19,1951,1
MCH-461,2020-02-17T16:52:37Z,89,173,0.011,21,1423,0
MCH-462,2019-06-20T21:47:18Z,89,186,0.009,22,1755,0
MCH-463,2021-12-12T01:13:32Z,81,169,0.003,25,1298,0
MCH-464,2022-02-17T13:18:03Z,90,170,0.005,20,1282,0
MCH-465,2019-10-07T05:47:45Z,90,177,0.005,21,1181,1
MCH-466,2020-03-19T03:58:03Z,90,182,0.009,21,1102,0
MCH-467,2020-12-13T04:16:20Z,90,177,0.01,19,1049,1
MCH-468,2020-07-02T13:49:01Z,91,189,0.005,27,1140,1
MCH-469,2022-09-12T00:04:10Z,87,184,0.01,27,1013,1
MCH-470,2020-11-26T03:29:27Z,86,180,0.01,25,1662,0
MCH-471,2022-07-23T12:55:28Z,92,168,0.006,21,1573,1
MCH-472,2020-04-28T16:54:34Z,88,180,0.004,19,1987,0
MCH-473,2022-07-25T01:29:11Z,90,185,0.008,25,1672,1
MCH-474,2022-08-05T10:07:51Z,85,177,0.01,27,1058,1
MCH-475,2019-01-10T15:45:00Z,86,170,0.008,24,1205,1
MCH-476,2022-03-13T12:52:10Z,84,177,0.009,21,1172,1
MCH-477,2023-04-15T01:38:40Z,90,176,0.006,20,1914,1
MCH-478,2023-04-11T12:22:10Z,84,170,0.01,22,1238,1
MCH-479,2023-12-12T21:06:32Z,81,174,0.007,21,1362,0
MCH-480,2020-08-15T02:31:13Z,93,185,0.006,22,1875,1
MCH-481,2022-03-15T16:59:04Z,87,182,0.011,18,1616,1
MCH-482,2021-09-14T15:28:31Z,81,188,0.007,23,1362,1
MCH-483,2021-01-21T07:04:37Z,82,189,0.01,25,1096,0
MCH-484,2020-04-18T14:00:25Z,89,177,0.004,24,1564,1
MCH-485,2021-01-06T17:44:21Z,93,184,0.009,23,1217,1
MCH-486,2023-08-04T08:29:28Z,93,189,0.009,21,1536,1
MCH-487,2023-10-17T16:29:58Z,89,174,0.007,26,1999,0
MCH-488,2021-02-19T17:45:24Z,86,177,0.007,23,1249,0
MCH-489,2021-04-08T04:20:21Z,88,180,0.007,20,1554,1
MCH-490,2020-07-23T14:20:49Z,90,176,0.008,21,1338,0
MCH-491,2021-07-14T04:14:39Z,91,186,0.004,19,1577,0
MCH-492,2021-10-13T21:08:22Z,91,184,0.006,23,1807,1
MCH-493,2020-09-28T04:15:18Z,91,176,0.011,18,1742,0
MCH-494,2020-11-15T10:41:58Z,88,170,0.008,25,1379,1
MCH-495,2021-11-21T18:42:33Z,83,188,0.006,21,1225,1
MCH-496,2019-06-07T08:07:34Z,94,178,0.007,26,1616,1
MCH-497,2022-09-09T02:06:56Z,86,174,0.01,19,1662,0
MCH-498,2021-07-03T03:15:49Z,83,186,0.007,23,1802,0
MCH-499,2020-05-15T22:25:54Z,91,188,0.007,25,1188,0
MCH-500,2019-11-27T17:31:20Z,92,168,0.003,27,1338,0
MCH-501,2023-07-26T23:03:49Z,91,175,0.009,25,1302,0
MCH-502,2023-11-17T10:11:05Z,90,174,0.004,21,1406,0
MCH-503,2021-09-18T18:54:59Z,83,183,0.008,20,1632,1
MCH-504,2022-06-08T06:53:00Z,82,177,0.011,21,1501,0
MCH-505,2020-01-17T14:04:27Z,90,173,0.012,19,1742,1
MCH-506,2021-12-27T07:38:06Z,91,185,0.006,20,1805,0
MCH-507,2022-05-01T13:23:45Z,88,190,0.005,18,1727,0
MCH-508,2023-11-03T02:39:44Z,87,181,0.008,25,1894,0
MCH-509,2023-12-23T12:08:00Z,86,183,0.006,22,1876,0
MCH-510,2022-08-08T13:58:26Z,82,178,0.009,22,1679,0
MCH-511,2019-11-14T01:11:25Z,92,179,0.008,26,1545,1
MCH-512,2022-08-09T15:01:09Z,85,180,0.011,20,1478,1
MCH-513,2021-04-21T07:12:04Z,84,186,0.008,19,1140,1
MCH-514,2020-03-15T13:15:04Z,92,189,0.007,24,1526,0
MCH-515,2022-10-23T23:05:59Z,93,187,0.011,25,1633,0
MCH-516,2020-05-09T12:26:22Z,86,190,0.004,18,1752,1
MCH-517,2020-06-22T10:44:10Z,90,185,0.009,19,1552,0
MCH-518,2021-09-14T15:53:23Z,91,181,0.01,23,1344,1
MCH-519,2021-02-24T18:32:22Z,85,170,0.01,20,1509,0
MCH-520,2021-11-28T06:58:32Z,93,176,0.007,22,1483,0
MCH-521,2021-05-26T08:50:23Z,85,174,0.003,22,1799,1
MCH-522,2023-01-10T17:50:01Z,93,174,0.01,25,1709,1
MCH-523,2019-09-27T17:05:45Z,90,172,0.003,26,1969,1
MCH-524,2023-02-22T04:23:50Z,84,190,0.006,26,1629,0
MCH-525,2022-11-28T15:10:35Z,82,190,0.008,26,1850,1
MCH-526,2019-11-02T04:13:54Z,81,173,0.01,21,1884,0
MCH-527,2019-12-10T23:47:16Z,81,179,0.012,18,1454,0
MCH-528,2020-03-07T14:41:17Z,87,178,0.009,19,1969,1
MCH-529,2021-07-12T03:20:04Z,88,169,0.003,20,1397,1
MCH-530,2021-11-25T12:01:12Z,83,172,0.008,22,1655,1
MCH-531,2021-12-05T00:50:08Z,88,169,0.005,25,1022,1
MCH-532,2022-12-23T11:06:44Z,88,174,0.007,26,1098,1
MCH-533,2022-08-25T10:44:24Z,92,178,0.009,25,1961,0
MCH-534,2021-05-16T05:53:24Z,89,180,0.008,26,1135,1
MCH-535,2021-08-11T20:22:40Z,86,180,0.011,21,1540,0
MCH-536,2019-10-11T01:37:57Z,91,173,0.01,24,1160,0
MCH-537,2022-11-03T06:24:36Z,88,190,0.012,26,1628,1
MCH-538,2023-09-22T13:18:01Z,89,177,0.011,24,1107,0
MCH-539,2022-02-28T09:53:45Z,87,190,0.005,25,1297,0
MCH-540,2023-05-28T20:01:51Z,84,180,0.009,27,1896,1
MCH-541,2022-01-21T02:58:44Z,91,190,0.007,19,1007,0
MCH-542,2023-04-03T16:21:11Z,94,175,0.005,26,1555,0
MCH-543,2022-06-02T01:28:19Z,90,174,0.003,20,1231,0
MCH-544,2022-06-12T16:33:00Z,88,170,0.007,23,1607,1
MCH-545,2022-11-19T15:23:11Z,91,189,0.005,18,1930,0
MCH-546,2023-04-09T10:29:49Z,86,177,0.007,26,1976,1
MCH-547,2020-07-10T12:53:06Z,85,189,0.004,21,1608,0
MCH-548,2022-09-22T20:07:14Z,89,172,0.012,27,1190,1
MCH-549,2020-04-17T17:46:22Z,88,183,0.011,22,1024,0
MCH-550,2022-05-17T08:35:20Z,86,184,0.011,18,1851,0
MCH-551,2023-03-01T08:40:35Z,86,173,0.007,19,1768,1
MCH-552,2022-05-13T03:33:12Z,82,188,0.01,18,1240,0
MCH-553,2019-07-27T23:20:38Z,87,186,0.002,25,1681,1
MCH-554,2023-10-12T22:25:53Z,82,182,0.008,27,1577,0
MCH-555,2020-05-02T21:25:06Z,84,178,0.006,26,1709,1
MCH-556,2023-03-15T11:22:38Z,84,177,0.005,24,1746,0
MCH-557,2019-10-05T07:43:57Z,87,188,0.009,18,1378,1
MCH-558,2019-08-11T13:00:33Z,90,178,0.007,18,1872,1
MCH-559,2023-02-27T09:53:51Z,85,186,0.007,19,1252,0
MCH-560,2020-01-25T20:27:30Z,87,190,0.003,19,1420,0
MCH-561,2019-02-15T11:41:20Z,85,189,0.003,19,1947,0
MCH-562,2021-06-14T22:57:48Z,91,177,0.011,23,1614,0
MCH-563,2021-06-21T21:17:40Z,82,175,0.006,21,1699,0
MCH-564,2022-02-27T19:16:15Z,94,184,0.003,25,1014,1
MCH-565,2020-05-25T06:54:11Z,88,178,0.003,22,1064,0
MCH-566,2019-01-15T15:49:53Z,88,181,0.007,18,1896,0
MCH-567,2022-08-21T15:57:22Z,91,180,0.012,23,1420,0
MCH-568,2023-02-07T09:12:55Z,82,169,0.006,19,1861,1
MCH-569,2023-10-01T09:30:15Z,93,171,0.004,21,1270,0
MCH-570,2021-06-19T10:17:42Z,89,168,0.004,23,1636,0
MCH-571,2023-11-03T13:52:00Z,83,183,0.005,19,1611,0
MCH-572,2019-01-09T17:14:28Z,83,172,0.002,22,1951,0
MCH-573,2022-03-08T08:14:08Z,92,189,0.009,24,1823,0
MCH-574,2022-04-13T19:44:49Z,88,171,0.006,18,1864,1
MCH-575,2021-11-17T16:43:58Z,93,172,0.011,27,1946,0
MCH-576,2020-01-27T18:52:08Z,87,177,0.008,19,1761,0
MCH-577,2023-01-03T15:58:01Z,81,184,0.006,20,1463,0
MCH-578,2020-10-15T08:33:54Z,93,186,0.009,24,1296,1
MCH-579,2022-06-24T03:20:34Z,87,174,0.002,24,1013,0
MCH-580,2021-08-16T03:46:51Z,90,181,0.009,18,1882,0
MCH-581,2021-03-15T12:49:08Z,89,173,0.008,24,1767,1
MCH-582,2021-11-06T20:23:13Z,82,189,0.008,26,1410,1
MCH-583,2023-10-23T13:50:12Z,86,176,0.009,19,1312,0
MCH-584,2023-03-16T12:49:06Z,85,181,0.009,21,1184,0
MCH-585,2021-07-01T20:40:49Z,94,177,0.005,21,1158,1
MCH-586,2020-05-01T02:15:55Z,92,170,0.007,27,1644,0
MCH-587,2023-03-15T21:27:54Z,82,186,0.008,18,1419,1
MCH-588,2021-11-27T06:10:17Z,90,171,0.007,24,1255,1
MCH-589,2022-05-04T11:47:11Z,88,176,0.011,20,1704,0
MCH-590,2023-05-20T04:15:04Z,85,188,0.007,19,1008,1
MCH-591,2020-02-24T14:54:31Z,90,184,0.005,26,1822,1
MCH-592,2020-10-26T06:02:42Z,92,173,0.002,21,1142,1
MCH-593,2023-02-19T09:45:31Z,86,184,0.003,27,1982,0
MCH-594,2020-09-09T08:41:12Z,86,180,0.004,27,1900,1
MCH-595,2019-02-16T02:30:04Z,85,170,0.008,24,1132,0
MCH-596,2019-08-03T18:33:08Z,94,180,0.01,20,1317,0
MCH-597,2020-06-19T08:48:15Z,94,173,0.006,23,1334,1
MCH-598,2023-06-17T15:35:19Z,94,168,0.002,22,1240,1
MCH-599,2021-05-07T13:39:22Z,92,176,0.012,20,1998,0
MCH-600,2021-08-01T03:27:38Z,82,170,0.004,26,1741,0
MCH-601,2020-06-13T09:19:41Z,87,182,0.012,19,1563,0
MCH-602,2023-06-04T18:38:53Z,92,183,0.009,19,1850,0
MCH-603,2023-03-27T00:39:19Z,83,188,0.01,23,1151,1
MCH-604,2019-06-18T07:00:07Z,84,171,0.004,25,1771,1
MCH-605,2020-02-11T22:09:50Z,81,190,0.006,24,1399,0
MCH-606,2022-09-02T06:20:10Z,87,177,0.005,25,1931,0
MCH-607,2021-11-06T05:26:25Z,88,171,0.004,26,1341,1
MCH-608,2021-03-11T15:30:32Z,87,169,0.006,21,1065,0
MCH-609,2019-08-22T00:56:25Z,84,171,0.003,25,1853,0
MCH-610,2021-04-21T08:27:51Z,85,173,0.008,19,1013,1
MCH-611,2022-04-02T09:35:51Z,90,173,0.007,27,1004,1
MCH-612,2020-02-01T03:29:01Z,83,183,0.008,19,1859,0
MCH-613,2023-06-02T22:18:17Z,90,172,0.007,24,1626,1
MCH-614,2019-09-13T08:42:58Z,88,171,0.005,22,1180,0
MCH-615,2022-03-27T14:38:08Z,88,174,0.008,20,1539,1
MCH-616,2020-08-05T20:51:11Z,84,171,0.011,26,1630,1
MCH-617,2022-10-26T18:44:07Z,81,182,0.01,22,1748,0
MCH-618,2020-05-16T07:48:31Z,92,172,0.008,21,1957,1
MCH-619,2019-03-26T17:50:52Z,82,190,0.006,20,1500,0
MCH-620,2019-11-11T13:29:27Z,87,183,0.005,24,1758,1
MCH-621,2021-05-20T01:48:18Z,82,174,0.01,22,1438,1
MCH-622,2021-02-03T08:57:57Z,87,171,0.009,26,1375,1
MCH-623,2021-09-26T15:01:08Z,93,168,0.01,18,1345,1
MCH-624,2022-09-27T20:13:59Z,83,178,0.01,24,1538,1
MCH-625,2023-11-27T11:34:31Z,84,190,0.003,19,1482,1
MCH-626,2019-04-07T07:29:49Z,85,176,0.01,18,1663,0
MCH-627,2023-02-26T11:13:22Z,85,186,0.01,24,1587,0
MCH-628,2023-02-02T15:48:57Z,81,171,0.012,21,1978,0
MCH-629,2020-08-04T00:14:52Z,88,169,0.006,20,1498,1
MCH-630,2023-06-13T21:20:26Z,84,189,0.005,27,1665,0
MCH-631,2022-07-03T09:39:09Z,89,183,0.01,26,1869,0
MCH-632,2023-01-14T14:42:16Z,87,183,0.007,19,1093,0
MCH-633,2021-06-03T11:12:06Z,93,179,0.003,21,1028,0
MCH-634,2023-01-11T12:28:03Z,85,184,0.003,24,1436,1
MCH-635,2019-11-14T02:54:25Z,87,181,0.008,19,1807,0
MCH-636,2019-12-11T08:34:46Z,86,183,0.009,25,1098,0
MCH-637,2022-11-15T06:38:28Z,81,190,0.005,25,1931,0
MCH-638,2019-02-17T11:42:23Z,87,171,0.005,23,1781,0
MCH-639,2022-07-04T18:12:57Z,86,189,0.007,21,1380,1
MCH-640,2019-10-24T23:54:14Z,87,177,0.011,26,1130,0
MCH-641,2020-02-26T08:53:20Z,87,173,0.004,23,1074,0
MCH-642,2020-07-08T02:34:19Z,89,169,0.002,23,1923,1
MCH-643,2023-05-21T16:59:46Z,90,176,0.005,27,1489,1
MCH-644,2021-04-06T17:25:12Z,92,188,0.01,20,1642,1
MCH-645,2019-12-05T02:23:49Z,86,186,0.009,22,1988,1
MCH-646,2023-04-13T15:13:03Z,84,176,0.005,26,1228,1
MCH-647,2020-05-19T06:16:06Z,94,170,0.004,26,1647,1
MCH-648,2020-08-10T05:29:50Z,85,190,0.002,19,1627,1
MCH-649,2022-12-01T18:03:01Z,91,169,0.005,22,1248,0
MCH-650,2019-04-28T22:01:47Z,87,187,0.005,18,1264,0
MCH-651,2023-05-11T19:19:38Z,89,175,0.007,20,1996,1
MCH-652,2020-09-10T15:03:46Z,94,168,0.007,20,1141,1
MCH-653,2021-12-19T19:33:08Z,81,183,0.003,27,1186,1
MCH-654,2022-04-05T02:12:26Z,91,179,0.011,27,1499,1
MCH-655,2022-08-14T19:00:52Z,83,179,0.003,25,1057,1
MCH-656,2023-03-03T22:55:00Z,82,187,0.008,18,1473,1
MCH-657,2021-12-14T21:02:38Z,89,176,0.01,24,1780,1
MCH-658,2023-10-23T23:33:31Z,86,190,0.003,27,1497,0
MCH-659,2021-08-02T01:45:52Z,94,172,0.003,24,1342,0
MCH-660,2020-02-03T05:43:59Z,91,190,0.003,21,1639,1
MCH-661,2020-04-11T04:40:44Z,87,177,0.004,27,1368,1
MCH-662,2021-03-07T18:34:01Z,81,171,0.002,22,1747,0
MCH-663,2023-12-03T04:57:24Z,88,178,0.012,27,1224,1
MCH-664,2020-01-04T07:24:03Z,89,171,0.012,26,1510,1
MCH-665,2020-07-06T03:31:07Z,93,184,0.005,27,1600,0
MCH-666,2022-02-12T05:26:01Z,86,175,0.008,18,1020,0
MCH-667,2022-11-07T21:11:12Z,91,190,0.009,26,1968,0
MCH-668,2019-09-27T22:22:35Z,82,168,0.009,24,1498,1
MCH-669,2023-08-07T16:49:46Z,88,169,0.009,26,1934,0
MCH-670,2022-06-12T02:55:36Z,82,188,0.009,18,1633,1
MCH-671,2020-08-28T03:54:32Z,90,178,0.007,19,1377,0
MCH-672,2023-07-08T13:05:24Z,86,189,0.009,24,1732,0
MCH-673,2021-06-15T04:11:35Z,82,175,0.006,22,1116,1
MCH-674,2020-06-21T19:15:22Z,84,189,0.004,22,1702,0
MCH-675,2022-05-12T16:29:23Z,91,184,0.008,19,1709,0
MCH-676,2022-12-27T16:17:36Z,81,179,0.005,18,1013,1
MCH-677,2023-10-15T19:38:29Z,89,169,0.01,22,1255,0
MCH-678,2023-05-16T16:41:18Z,90,170,0.002,21,1680,1
MCH-679,2020-01-27T02:28:31Z,84,178,0.008,18,1012,1
MCH-680,2020-10-16T12:44:18Z,83,175,0.004,23,1842,0
MCH-681,2022-09-24T14:56:50Z,81,174,0.012,23,1723,0
MCH-682,2022-01-18T09:32:49Z,84,179,0.004,27,1822,0
MCH-683,2021-12-19T12:59:22Z,83,178,0.008,24,1835,0
MCH-684,2022-03-25T04:00:20Z,85,168,0.01,18,1453,1
MCH-685,2019-05-20T11:36:50Z,88,173,0.006,27,1485,1
MCH-686,2020-07-08T11:36:20Z,91,186,0.006,23,1310,0
MCH-687,2023-08-05T13:45:46Z,83,173,0.005,21,1128,0
MCH-688,2023-01-15T14:17:29Z,90,173,0.005,20,1558,0
MCH-689,2020-04-06T03:52:17Z,92,185,0.011,23,1300,1
MCH-690,2021-08-09T16:57:43Z,93,172,0.004,23,1757,1
MCH-691,2019-12-05T00:57:18Z,94,184,0.008,25,1870,1
MCH-692,2019-07-05T19:26:15Z,93,175,0.011,24,1555,0
MCH-693,2019-05-12T10:54:16Z,82,173,0.006,22,1717,0
MCH-694,2021-08-14T16:32:58Z,81,183,0.009,20,1966,1
MCH-695,2023-09-15T10:58:57Z,92,177,0.003,18,1029,0
MCH-696,2021-06-19T18:17:00Z,94,176,0.005,24,1354,0
MCH-697,2022-05-17T13:52:12Z,83,174,0.009,18,1624,0
MCH-698,2020-12-11T15:28:25Z,82,178,0.006,21,1440,0
MCH-699,2019-01-05T10:09:53Z,93,181,0.012,18,1818,0
MCH-700,2023-03-16T18:50:57Z,92,173,0.007,24,1936,1
MCH-701,2021-01-21T22:14:55Z,92,187,0.012,19,1554,1
MCH-702,2023-12-14T08:57:42Z,92,178,0.004,20,1902,0
MCH-703,2019-07-03T09:22:06Z,89,171,0.009,18,1233,0
MCH-704,2023-12-26T15:11:18Z,81,188,0.006,27,1209,0
MCH-705,2023-02-28T08:16:11Z,84,184,0.011,26,1165,1
MCH-706,2020-03-20T09:16:36Z,87,180,0.008,18,1435,1
MCH-707,2020-03-04T03:49:23Z,83,183,0.011,22,1246,0
MCH-708,2022-09-26T05:01:41Z,88,188,0.011,23,1567,1
MCH-709,2022-02-11T12:42:21Z,82,187,0.003,19,1371,1
MCH-710,2023-03-08T00:29:06Z,84,181,0.004,23,1570,1
MCH-711,2020-11-06T12:44:28Z,89,183,0.005,20,1120,1
MCH-712,2022-04-17T14:34:07Z,86,180,0.008,27,1474,0
MCH-713,2023-08-08T14:57:57Z,82,182,0.012,22,1605,0
MCH-714,2023-07-07T23:37:37Z,90,177,0.007,19,1425,1
MCH-715,2022-10-07T07:46:14Z,88,190,0.002,23,1211,0
MCH-716,2023-12-10T23:57:07Z,91,179,0.004,23,1385,0
MCH-717,2022-05-07T23:32:08Z,84,171,0.008,23,1693,1
MCH-718,2022-02-16T18:31:07Z,82,183,0.01,19,1035,0
MCH-719,2023-08-09T05:19:45Z,88,179,0.011,24,1791,1
MCH-720,2021-07-11T00:37:24Z,93,185,0.01,25,1242,0
MCH-721,2022-07-26T15:30:30Z,92,185,0.005,19,1648,0
MCH-722,2021-04-09T16:49:40Z,85,169,0.011,22,1231,1
MCH-723,2022-09-11T12:00:39Z,84,179,0.011,19,1825,0
MCH-724,2020-01-11T00:40:47Z,86,182,0.009,21,1282,1
MCH-725,2023-08-02T06:24:37Z,87,170,0.004,20,1898,0
MCH-726,2020-03-16T04:54:20Z,81,190,0.007,22,1637,1
MCH-727,2020-04-19T18:51:35Z,93,189,0.008,20,1841,1
MCH-728,2023-11-20T22:31:51Z,93,173,0.01,19,1506,0
MCH-729,2021-07-23T08:25:56Z,84,186,0.008,26,1268,1
MCH-730,2022-03-25T23:57:29Z,84,175,0.009,27,1754,0
MCH-731,2021-06-24T00:59:56Z,85,170,0.008,20,1393,0
MCH-732,2023-07-02T07:14:18Z,85,177,0.008,19,1119,0
MCH-733,2021-07-01T15:27:21Z,82,174,0.01,21,1293,1
MCH-734,2022-04-18T03:15:45Z,90,188,0.004,18,1928,1
MCH-735,2021-10-19T22:06:08Z,90,177,0.005,20,1057,1
MCH-736,2020-08-14T13:06:52Z,87,176,0.011,18,1272,1
MCH-737,2021-07-18T18:21:43Z,85,182,0.011,26,1459,0
MCH-738,2023-06-28T13:07:49Z,85,169,0.012,21,1007,0
MCH-739,2020-01-23T07:32:08Z,92,180,0.009,26,1694,0
MCH-740,2022-07-12T22:17:10Z,85,189,0.011,26,1880,1
MCH-741,2021-02-21T23:43:18Z,88,175,0.012,23,1664,0
MCH-742,2023-06-28T04:28:37Z,91,169,0.011,19,1764,0
MCH-743,2022-04-14T20:49:14Z,85,170,0.008,26,1576,1
MCH-744,2022-01-23T12:17:18Z,81,182,0.009,20,1167,1
MCH-745,2020-04-11T17:09:48Z,81,177,0.006,21,1104,1
MCH-746,2022-03-17T01:55:29Z,89,176,0.004,22,1951,0
MCH-747,2023-04-23T22:20:48Z,84,185,0.003,24,1519,1
MCH-748,2019-10-16T05:23:20Z,87,185,0.011,24,1537,0
MCH-749,2020-02-20T00:19:20Z,88,174,0.007,18,1392,0
MCH-750,2022-04-08T09:05:33Z,92,181,0.003,24,1686,1
MCH-751,2023-07-26T06:38:41Z,93,170,0.007,25,2000,0
MCH-752,2019-11-06T06:44:52Z,92,182,0.004,23,1464,0
MCH-753,2019-11-24T00:07:10Z,89,176,0.008,20,1467,0
MCH-754,2020-04-03T20:40:48Z,91,171,0.008,23,1920,0
MCH-755,2020-05-27T19:01:32Z,91,178,0.011,21,1306,1
MCH-756,2021-11-02T19:30:05Z,83,168,0.009,24,1645,1
MCH-757,2023-10-05T04:57:22Z,92,190,0.012,25,1131,0
MCH-758,2019-09-08T15:33:03Z,94,187,0.012,20,1298,1
MCH-759,2022-04-16T19:34:50Z,85,169,0.011,18,1962,1
MCH-760,2021-06-02T23:59:01Z,94,185,0.008,21,1572,1
MCH-761,2022-06-12T14:20:57Z,94,184,0.01,18,1953,0
MCH-762,2022-10-15T18:26:54Z,85,184,0.004,26,1298,1
MCH-763,2023-08-07T06:30:12Z,93,187,0.009,23,1608,1
MCH-764,2020-06-26T02:52:54Z,84,187,0.011,23,1225,0
MCH-765,2019-09-06T06:12:01Z,85,188,0.012,26,1961,0
MCH-766,2020-03-23T16:18:00Z,83,180,0.012,26,1034,0
MCH-767,2020-03-20T23:39:13Z,88,188,0.009,25,1153,1
MCH-768,2021-11-02T13:43:06Z,81,171,0.005,19,1338,1
MCH-769,2020-09-15T15:14:26Z,85,186,0.007,27,1641,0
MCH-770,2019-08-19T12:19:26Z,91,186,0.003,26,1901,1
MCH-771,2021-09-20T02:39:15Z,93,180,0.002,21,1270,1
MCH-772,2022-09-13T11:34:15Z,88,181,0.007,23,1410,0
MCH-773,2021-07-22T04:09:06Z,90,171,0.003,24,1529,0
