date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric8,metric9
01-01-2015,S1F0TPH4,0,2573832,0,0,0,13,201367,0,0,0
01-01-2015,S1F0TPJC,0,114457632,0,10,0,12,247207,0,0,42
01-01-2015,S1F0TPK1,0,24628096,0,0,0,11,190011,0,0,0
01-01-2015,S1F0TPMF,0,75398440,0,0,0,6,246840,0,0,0
01-01-2015,S1F0TPS0,0,70738208,0,0,0,5,386724,0,0,0
01-01-2015,S1F0TPYB,0,47855472,0,12,0,8,380544,0,0,4
01-01-2015,S1F0TQ7S,0,40359432,0,0,0,7,381883,0,0,0
01-01-2015,S1F0TQ9G,0,60578640,0,263,0,10,296813,0,0,263
01-01-2015,S1F0TQCF,0,227900448,0,0,6,7,382327,0,0,2
01-01-2015,S1F0TQCV,0,162065352,0,0,0,8,293733,0,0,1
01-01-2015,S1F0TQEJ,0,118203872,54896,0,73,6,381533,32,32,0
01-01-2015,S1F0TQJ4,0,93069096,0,0,0,8,240944,0,0,0
01-01-2015,S1F0TQLY,0,15850736,0,0,0,8,193450,0,0,6
01-01-2015,S1F0TQNP,0,178963976,0,0,0,7,245325,0,0,0
01-01-2015,S1F0TQP1,0,96581408,0,72,0,12,260926,0,0,1150
01-01-2015,S1F0TQQ1,0,2878712,0,0,0,12,256722,0,0,0
01-01-2015,S1F0TQR9,0,188919264,0,0,0,11,195554,0,0,0
01-01-2015,S1F0TQTF,0,40501256,0,0,0,12,242638,0,0,0
01-01-2015,S1F0TQTH,0,168277768,0,0,0,9,381853,0,0,0
01-01-2015,S1F0VE11,0,103694496,0,0,0,10,192581,0,0,0
01-01-2015,S1F0VE35,0,187588664,0,0,0,8,246882,0,0,0
01-01-2015,S1F0W45F,0,1138872,0,0,0,9,395979,0,0,1
01-01-2015,S1F0WWHD,0,181479280,0,0,0,7,200170,0,0,0
01-01-2015,S1F0X4RC,0,128123728,0,0,0,11,186573,0,0,0
01-01-2015,S1F0XMNV,0,213632376,0,0,0,7,25,0,0,0
01-01-2015,S1F0Y4H6,0,101803088,0,0,0,5,202286,0,0,0
01-01-2015,S1F0Y6BM,0,83218880,0,0,0,8,186303,0,0,0
01-01-2015,S1F0Y8MA,0,154007800,0,0,0,8,184631,0,0,0
01-01-2015,S1F0YX6Z,0,55443312,0,0,0,8,186028,0,0,1
01-01-2015,S1F100R5,0,30631360,0,0,0,7,228953,0,0,0
01-01-2015,S1F101MC,0,71305576,0,0,0,10,199310,0,0,6
01-01-2015,S1F101SP,0,169545904,0,0,0,8,199021,0,0,0
01-01-2015,S1F1021H,0,175144544,0,0,0,11,225234,0,0,0
01-01-2015,S1F102L8,0,78014208,0,0,0,6,176474,0,0,0
01-01-2015,S1F1073Z,0,4461552,0,0,0,24,234483,0,0,0
01-01-2015,S1F10AS0,0,56352656,0,0,0,10,408573,0,0,0
01-01-2015,S1F10BNL,0,21102896,0,0,0,14,315465,0,0,0
01-01-2015,S1F10BRH,0,141363512,0,0,0,10,198974,0,0,0
01-01-2015,S1F10D0P,0,108664112,0,0,0,9,404299,0,0,0
01-01-2015,S1F10E6M,0,210550904,1080,0,0,7,202433,0,0,0
01-01-2015,S1F10EBC,0,6930600,0,0,0,7,199536,0,0,0
01-01-2015,S1F10FDX,0,80871264,0,0,0,11,200173,0,0,6
01-01-2015,S1F10FF0,0,183223080,0,0,0,8,221181,0,0,1
01-01-2015,S1F10FFZ,0,96811064,0,0,0,8,273108,0,0,0
01-01-2015,S1F10FZB,0,140213216,0,0,0,16,318008,0,0,0
01-01-2015,S1F10GDQ,0,46683120,0,0,6,7,198518,0,0,0
01-01-2015,S1F10GSG,0,35488968,0,0,0,9,200930,0,0,0
01-01-2015,S1F10HH5,0,135848152,0,0,0,9,398210,0,0,0
01-01-2015,S1F10JL3,0,41328776,0,0,0,24,234308,0,0,0
01-01-2015,S1F10NDB,0,177762928,0,0,0,8,198575,0,0,0
01-01-2015,S1F10NM6,0,200844920,0,0,0,14,319699,0,0,0
01-01-2015,S1F10P0S,0,195673072,0,0,0,7,398312,0,0,0
01-01-2015,S1F10PED,0,206283000,0,0,0,5,184968,0,0,0
01-01-2015,S1F10QDG,0,165588464,0,0,0,5,209667,0,0,0
01-01-2015,S1F10QG6,0,125055248,0,0,0,6,200413,0,0,0
01-01-2015,S1F10QH3,0,123353744,0,0,0,6,224446,0,0,0
01-01-2015,S1F10QL8,0,235508256,0,0,0,6,185579,0,0,0
01-01-2015,S1F10RKC,0,184182360,0,0,0,12,229518,0,0,0
01-01-2015,S1F10RWZ,0,78297280,0,0,0,11,227267,0,0,0
01-01-2015,S1F10V1N,0,52759440,0,0,0,10,401346,0,0,0
01-01-2015,S1F10VJH,0,234023168,0,0,0,11,217694,0,0,0
01-01-2015,S1F10VP8,0,111251480,0,12,0,25,197713,0,0,0
01-01-2015,S1F114QM,0,174378984,0,0,0,9,402662,0,0,0
01-01-2015,S1F114QR,0,22815136,0,0,0,9,262030,0,0,0
01-01-2015,S1F115Z6,0,203855584,0,0,0,11,235921,0,0,0
01-01-2015,S1F1162D,0,137321584,0,0,0,7,221864,0,0,0
01-01-2015,S1F116H4,0,42447176,0,0,0,9,200468,0,0,0
01-01-2015,S1F116J4,0,67698336,0,0,0,18,317731,0,0,0
01-01-2015,S1F117PK,0,130685952,0,0,0,12,197739,0,0,0
01-01-2015,S1F118JP,0,61260736,0,0,0,7,184770,0,0,0
01-01-2015,S1F119X9,0,66121272,0,0,0,8,272553,0,0,0
01-01-2015,S1F11A9R,0,151617168,0,0,0,23,226866,0,0,0
01-01-2015,S1F11AK8,0,220954848,0,0,0,11,228808,0,0,0
01-01-2015,S1F11AXR,0,90950360,0,0,0,11,202251,0,0,0
01-01-2015,S1F11B1E,0,72570896,0,0,0,11,218812,0,0,0
01-01-2015,S1F11C16,0,48121056,0,0,0,8,207349,0,0,0
01-01-2015,S1F11CJC,0,113246064,0,0,0,13,226962,0,0,0
01-01-2015,S1F11DBJ,0,182116904,0,0,0,12,229203,0,0,0
01-01-2015,S1F11ETS,0,36149400,0,0,0,11,200035,0,0,0
01-01-2015,S1F11G2C,0,75430408,0,0,0,16,313060,0,0,0
01-01-2015,S1F11GG5,0,83472072,0,0,0,7,203446,0,0,0
01-01-2015,S1F11K34,0,102223184,0,0,0,14,315843,0,0,0
01-01-2015,S1F11KAY,0,32395064,0,0,10,5,201558,0,0,0
01-01-2015,S1F11KQW,0,238145448,0,0,0,6,201059,0,0,0
01-01-2015,S1F11L11,0,20470472,0,0,0,9,405623,0,0,0
01-01-2015,S1F11MB0,0,173113976,0,0,0,5,198441,0,0,0
01-01-2015,S1F11MT9,0,152128288,0,0,0,6,203233,0,0,0
01-01-2015,S1F11S2Q,0,168506736,0,0,0,7,200752,0,0,0
01-01-2015,S1F11S5B,0,208086480,0,0,0,11,184528,0,0,0
01-01-2015,S1F11WEH,0,2364136,0,0,0,8,203497,0,0,0
01-01-2015,S1F11XDA,0,7511752,0,0,0,10,185305,0,0,0
01-01-2015,S1F11Y4K,0,229743248,0,0,0,14,306660,0,0,0
01-01-2015,S1F11YHR,0,142337320,0,0,0,7,203790,0,0,0
01-01-2015,S1F121LH,0,113768512,0,0,0,9,185068,0,0,0
01-01-2015,S1F122HQ,0,9763400,0,0,0,11,185827,0,0,1
01-01-2015,S1F122KD,0,150657008,0,0,0,8,220689,0,0,0
01-01-2015,S1F12788,0,144712560,0,0,0,11,187809,0,0,0
01-01-2015,S1F12XGM,0,38123936,0,0,0,8,231170,0,0,1
01-01-2015,S1F12XJ4,0,140892928,0,0,0,14,218732,0,0,0
01-01-2015,S1F12Y53,0,101633592,2336,0,0,8,180700,0,0,0
01-01-2015,S1F12ZAS,0,208105408,0,0,0,10,222202,0,0,0
01-01-2015,S1F12ZQB,0,9472,0,0,0,12,233415,0,0,0
01-01-2015,S1F12ZQN,0,71553712,0,0,0,7,200504,0,0,0
01-01-2015,S1F12ZRR,0,54680184,0,0,0,8,229384,0,0,0
01-01-2015,S1F12ZSD,0,113286728,0,0,0,13,218413,0,0,0
01-01-2015,S1F12ZZ2,0,117585616,0,0,0,11,228824,0,0,0
01-01-2015,S1F130GX,0,123741680,0,0,0,11,227544,0,0,0
01-01-2015,S1F130JB,0,73536520,0,0,0,9,185451,0,0,0
01-01-2015,S1F1318D,0,242855920,4960,0,0,13,89384,0,0,0
01-01-2015,S1F131F6,0,169715224,0,0,0,8,208680,0,0,0
01-01-2015,S1F1327G,0,109711784,0,0,0,11,282440,0,0,0
01-01-2015,S1F132A5,0,171067632,0,0,0,11,225862,0,0,0
01-01-2015,S1F133YJ,0,176283696,0,0,0,13,226602,0,0,0
01-01-2015,S1F13432,0,170004224,0,0,0,8,210925,0,0,0
01-01-2015,S1F134QM,0,179599408,0,0,0,12,228506,0,0,2
01-01-2015,S1F13589,0,145311040,0,0,0,16,309879,0,0,0
01-01-2015,S1F1358N,0,57006824,0,0,0,24,225238,0,0,0
01-01-2015,S1F1359T,0,200827536,0,0,0,9,403835,0,0,0
01-01-2015,S1F135BR,0,18735096,0,100,0,16,316760,0,0,24
01-01-2015,S1F135CE,0,156197488,0,0,0,11,400852,0,0,0
01-01-2015,S1F135D3,0,90132896,0,0,0,12,228030,0,0,0
01-01-2015,S1F135DG,0,141314680,0,0,0,11,197349,0,0,3
01-01-2015,S1F135DN,0,154007872,0,0,0,10,403799,0,0,0
01-01-2015,S1F135F0,0,182236760,0,0,0,9,237878,0,0,0
01-01-2015,S1F135F2,0,176680576,0,0,0,7,198647,0,0,0
01-01-2015,S1F135F3,0,192659464,0,0,0,14,317017,0,0,0
01-01-2015,S1F135GA,0,52547800,0,0,0,8,184931,0,0,0
01-01-2015,S1F135QH,0,137261088,0,0,0,13,403935,0,0,0
01-01-2015,S1F135SZ,0,48366144,0,0,0,9,208537,0,0,0
01-01-2015,S1F135TN,0,154805608,0,0,0,14,307061,0,0,0
01-01-2015,S1F135WP,0,86245976,0,0,0,11,187093,0,0,0
01-01-2015,S1F1360P,0,59012152,0,0,0,13,228280,0,0,0
01-01-2015,S1F1360W,0,204867520,0,0,0,10,396071,0,0,0
01-01-2015,S1F13619,0,199170368,0,0,0,9,183400,0,0,0
01-01-2015,S1F13635,0,68491456,0,0,0,24,235056,0,0,0
01-01-2015,S1F1364P,0,127052392,0,0,0,12,218872,0,0,0
01-01-2015,S1F1365W,0,84456432,0,0,0,11,185393,0,0,0
01-01-2015,S1F1368E,0,197543936,0,0,0,9,399177,0,0,1
01-01-2015,S1F13699,0,243887072,0,0,0,7,199996,0,0,0
01-01-2015,S1F136A5,0,126980544,0,0,0,12,185790,0,0,0
01-01-2015,S1F136BS,0,116560184,0,0,0,9,200333,0,0,0
01-01-2015,S1F136FG,0,13375616,0,0,0,12,223114,0,0,0
01-01-2015,S1F136J0,0,229928576,0,0,25,16,312312,0,0,0
01-01-2015,S1F136JY,0,116161744,0,0,0,9,274375,0,0,1
01-01-2015,S1F136KG,0,64241192,0,0,0,11,233959,0,0,0
01-01-2015,S1F136KJ,0,181551568,0,0,6,11,194026,0,0,0
01-01-2015,S1F13B32,0,198748808,0,0,0,24,225791,0,0,0
01-01-2015,S1F13BQX,0,206384544,0,0,0,9,282242,0,0,0
01-01-2015,S1F13BTN,0,76084592,0,0,0,7,203839,0,0,0
01-01-2015,S1F13CBB,0,69591968,0,0,0,24,225792,0,0,0
01-01-2015,S1F13CMG,0,13085480,0,0,0,8,191581,0,0,1
01-01-2015,S1F13GPY,0,155559768,0,0,0,16,307938,0,0,0
01-01-2015,S1F13H80,0,85019344,0,0,0,9,199199,0,0,3
01-01-2015,S1F13HPP,0,108895096,0,0,0,10,199241,0,0,2
01-01-2015,S1F13HPR,0,49263816,0,0,0,8,183675,0,0,0
01-01-2015,S1F13HWA,0,169064136,0,0,0,13,226445,0,0,0
01-01-2015,S1F13JW4,0,165467440,0,0,0,8,178763,0,0,0
01-01-2015,S1F13K7S,0,33789800,0,0,0,9,198365,0,0,0
01-01-2015,S1F13K8E,0,203653672,0,0,0,12,198536,0,0,0
01-01-2015,S1F13KBJ,0,211957760,0,0,0,12,229423,0,0,0
01-01-2015,S1F13KBZ,0,145244576,0,0,0,11,198903,0,0,0
01-01-2015,S1F13KC2,0,152307176,0,0,0,10,399656,0,0,0
01-01-2015,S1F13KF6,0,224549048,0,0,0,9,200334,0,0,0
01-01-2015,S1F13KG3,0,236174112,0,0,0,12,230095,0,0,0
01-01-2015,S1F13KNV,0,125480768,0,0,0,9,201195,0,0,0
01-01-2015,S1F13KZK,0,199426888,0,0,0,10,372072,0,0,0
01-01-2015,S1F13M9A,0,60105352,0,0,0,25,226777,0,0,0
01-01-2015,S1F13MAM,0,169058096,0,0,0,8,221430,0,0,0
01-01-2015,W1F00CL9,0,63669880,0,0,5,16,289248,0,0,0
01-01-2015,W1F034ZE,0,213031608,0,0,13,7,388997,0,0,0
01-01-2015,W1F03CRZ,0,186038392,0,0,6,9,394987,0,0,3
01-01-2015,W1F03D4L,0,50157120,0,0,0,14,321216,0,0,5
01-01-2015,W1F03DP4,0,183879552,0,8,1,14,316310,0,0,1080
01-01-2015,W1F03E8C,0,70775040,0,0,0,9,403783,0,0,0
01-01-2015,W1F03Y44,0,149857608,0,0,0,4,359997,0,0,0
01-01-2015,W1F05X69,0,241237720,0,0,0,2,195363,0,0,0
01-01-2015,W1F06QVP,0,137450888,0,0,0,8,300669,0,0,0
01-01-2015,W1F06RAW,0,229332288,0,0,0,2,465170,0,0,3
01-01-2015,W1F07EWB,0,152703072,0,0,0,16,202035,0,0,1
01-01-2015,W1F08B0G,0,155280136,0,0,0,13,246820,0,0,0
01-01-2015,W1F08EDA,0,91475480,0,2,0,25,554250,0,0,0
01-01-2015,W1F08J1G,0,145392376,0,12,6,7,411357,0,0,269
01-01-2015,W1F08KX5,0,92424136,0,377,0,7,392494,0,0,222
01-01-2015,W1F08KZW,0,176558624,0,0,0,4,379505,0,0,0
01-01-2015,W1F08PYR,0,60433864,5560,0,51,10,391891,48,48,0
01-01-2015,W1F08RHG,0,166274320,0,0,0,25,664245,0,0,0
01-01-2015,W1F095DW,0,185178960,0,0,0,7,399299,0,0,3
01-01-2015,W1F097FV,0,207723240,0,0,0,6,374013,0,0,0
01-01-2015,W1F09H4J,0,195704528,0,0,0,7,403661,0,0,1
01-01-2015,W1F09HBX,0,99173712,0,0,6,7,384127,0,0,0
01-01-2015,W1F09WLS,0,61606144,992,11,2,4,358515,0,0,70
01-01-2015,W1F0A27Q,0,46668536,0,0,0,7,394231,0,0,0
01-01-2015,W1F0AQ9Q,0,168192472,0,1,5,3,400724,0,0,0
01-01-2015,W1F0AQDE,0,29618352,0,0,0,7,391792,0,0,4
01-01-2015,W1F0AQGD,0,160716760,0,0,6,7,400512,0,0,0
01-01-2015,W1F0BJ6E,0,200497824,0,0,6,4,324107,8,8,1
01-01-2015,W1F0DXT8,0,202965792,0,0,0,5,316499,0,0,0
01-01-2015,W1F0ED5X,0,24673016,112,0,0,4,338435,0,0,0
01-01-2015,W1F0F65G,0,1166808,0,0,0,9,219479,0,0,1
01-01-2015,W1F0F6BN,0,113361680,0,0,0,12,225194,0,0,0
01-01-2015,W1F0FEH7,0,91444696,0,0,0,9,200436,0,0,0
01-01-2015,W1F0FKWW,0,86155208,0,0,0,13,190613,0,0,0
01-01-2015,W1F0FML1,0,241033912,0,0,0,10,218564,0,0,22
01-01-2015,W1F0FW0S,0,196878448,0,0,17,64,185793,0,0,2
01-01-2015,W1F0FY92,0,46780840,0,1,6,12,198418,0,0,0
01-01-2015,W1F0FYLJ,0,145705544,0,4,0,98,219662,0,0,20
01-01-2015,W1F0FZPA,0,101109064,0,0,0,12,196842,0,0,0
01-01-2015,W1F0G0NT,0,123327560,0,0,0,5,193394,0,0,1
01-01-2015,W1F0G99N,0,242140232,0,0,0,22,194765,0,0,0
01-01-2015,W1F0G9T7,0,231611456,0,0,0,10,200470,0,0,1
01-01-2015,W1F0GCAZ,0,169297248,0,0,0,9,198690,0,0,0
01-01-2015,W1F0GPGR,0,40353600,0,0,0,21,168788,0,0,0
01-01-2015,W1F0H973,0,140721192,0,8,0,58,220196,0,0,2
01-01-2015,W1F0H9RN,0,29461000,0,0,0,5,206069,8,8,0
01-01-2015,W1F0HJWZ,0,18424912,0,0,0,63,219262,0,0,0
01-01-2015,W1F0HNC5,0,50765192,0,0,0,59,219261,0,0,1
01-01-2015,W1F0HPZK,0,5478480,0,0,0,7,281808,0,0,0
01-01-2015,W1F0HR3T,0,55433040,0,0,0,22,194653,0,0,0
01-01-2015,W1F0HSKB,0,133373552,0,0,0,16,201548,0,0,4
01-01-2015,W1F0HT26,0,228781608,0,0,0,35,244351,0,0,0
01-01-2015,W1F0HTQ2,0,166048112,0,0,0,13,282869,0,0,0
01-01-2015,W1F0HYT8,0,127899984,0,0,0,15,190680,0,0,0
01-01-2015,W1F0J7W7,0,106375448,0,62,0,95,224163,0,0,145
01-01-2015,W1F0J9KM,0,59523760,0,0,0,9,256249,0,0,0
01-01-2015,W1F0JA75,0,203707888,0,0,0,9,200926,0,0,2
01-01-2015,W1F0JA9T,0,186704136,0,0,0,8,191127,0,0,0
01-01-2015,W1F0JAZB,0,79747352,72,0,6,6,204429,8,8,2
01-01-2015,W1F0JAZC,0,11625504,0,0,0,9,280108,0,0,0
01-01-2015,W1F0JEB8,0,67923280,0,0,0,10,284628,0,0,0
01-01-2015,W1F0JH87,0,235599120,0,1,0,8,200220,0,0,0
01-01-2015,W1F0JHRJ,0,197245280,0,0,0,11,287093,0,0,0
01-01-2015,W1F0JXDL,0,233729960,16,0,0,7,198059,0,0,0
01-01-2015,W1F0JY02,0,45664136,0,0,0,5,195823,0,0,0
01-01-2015,W1F0K9C1,0,125168000,0,0,0,11,285926,0,0,0
01-01-2015,W1F0KAX2,0,37837056,0,0,0,7,278135,0,0,0
01-01-2015,W1F0KCN8,0,162193888,0,0,0,6,293843,0,0,1
01-01-2015,W1F0KCP2,0,88242808,0,0,0,6,280860,0,0,0
01-01-2015,W1F0KCR5,0,4566464,0,0,0,8,190855,0,0,0
01-01-2015,W1F0KCZ0,0,150045152,0,0,0,6,206399,0,0,0
01-01-2015,W1F0KD20,0,25348496,0,0,0,17,217828,0,0,0
01-01-2015,W1F0KD2K,0,16585848,0,0,0,6,205019,0,0,1
01-01-2015,W1F0KD36,0,100908496,0,0,0,11,190197,0,0,0
01-01-2015,W1F0KD3Y,0,150987232,0,0,0,11,449717,0,0,0
01-01-2015,W1F0KD47,0,123419128,360,0,0,6,200330,0,0,1
01-01-2015,W1F0KDDQ,0,128215776,0,0,0,7,205468,0,0,1
01-01-2015,W1F0KG97,0,9334216,0,0,0,68,223385,0,0,0
01-01-2015,W1F0KHHQ,0,138966296,0,0,0,11,285220,0,0,4
01-01-2015,W1F0KJMC,0,98465816,0,0,0,7,206074,0,0,0
01-01-2015,W1F0KRWP,0,25243032,0,0,0,7,290275,0,0,10
01-01-2015,W1F0L2LC,0,188651040,0,0,0,29,248043,0,0,3
01-01-2015,W1F0L2Q7,0,102324240,0,0,0,61,217077,0,0,0
01-01-2015,W1F0L66L,0,89858840,0,0,6,6,170884,0,0,0
01-01-2015,W1F0L6ZS,0,208176424,0,0,0,32,246180,0,0,1
01-01-2015,W1F0LBD3,0,213426104,0,0,0,5,189387,0,0,0
01-01-2015,W1F0LS71,0,115686192,0,0,0,8,280061,0,0,0
01-01-2015,W1F0LSFS,0,178435976,0,0,0,6,192722,0,0,0
01-01-2015,W1F0LYBN,0,123664400,0,0,0,6,206073,0,0,0
01-01-2015,W1F0LYY0,0,55494896,0,0,0,5,233434,0,0,0
01-01-2015,W1F0LZFB,0,210021816,0,0,6,9,189668,0,0,0
01-01-2015,W1F0LZJX,0,7253976,0,0,0,13,444557,0,0,0
01-01-2015,W1F0M02P,0,64291960,0,1,6,9,450496,0,0,33
01-01-2015,W1F0M330,0,73898592,0,0,0,11,450798,0,0,0
01-01-2015,W1F0M35B,0,1765736,0,0,0,7,242030,0,0,0
01-01-2015,W1F0M46R,0,208150640,0,0,0,14,287216,0,0,0
01-01-2015,W1F0M492,0,93335304,0,0,0,8,191176,0,0,0
01-01-2015,W1F0M4BZ,0,73768200,0,0,0,8,294455,0,0,7
01-01-2015,W1F0M6Y0,0,242532488,0,25,0,4,448908,0,0,400
01-01-2015,W1F0MNDQ,0,193505144,0,0,0,6,190439,0,0,0
01-01-2015,W1F0MW4S,0,163185568,0,0,0,8,185384,0,0,0
01-01-2015,W1F0MZRT,0,215652096,0,0,6,11,247388,0,0,2
01-01-2015,W1F0N0DC,0,149636888,0,0,0,16,219961,0,0,0
01-01-2015,W1F0N84F,0,123236336,0,0,0,5,248735,0,0,0
01-01-2015,W1F0NB60,0,4502688,0,0,0,11,191880,0,0,0
01-01-2015,W1F0NBYN,0,128693200,792,0,8,6,186109,0,0,0
01-01-2015,W1F0NF1S,0,177003496,0,0,0,11,280208,0,0,0
01-01-2015,W1F0NNAH,0,130853120,0,0,15,10,129963,0,0,0
01-01-2015,W1F0NZSK,0,28754712,0,0,0,35,247286,0,0,2
01-01-2015,W1F0NZZZ,0,27479328,0,0,0,33,249181,0,0,0
01-01-2015,W1F0P114,0,59684104,0,0,6,35,248464,0,0,0
01-01-2015,W1F0P133,0,88663720,0,0,0,37,216273,0,0,0
01-01-2015,W1F0P24E,0,5236712,0,0,2,33,216245,0,0,0
01-01-2015,W1F0P2M4,0,54830624,0,0,0,20,194277,0,0,0
01-01-2015,W1F0P2TN,0,31814680,0,0,0,12,283964,0,0,0
01-01-2015,W1F0P33Z,0,4091240,0,0,0,14,193961,0,0,0
01-01-2015,W1F0P37T,0,36774752,0,0,0,35,246660,0,0,1
01-01-2015,W1F0P3FR,0,167275352,0,0,0,12,271931,0,0,1
01-01-2015,W1F0P41T,0,221761312,0,0,0,32,247986,0,0,0
01-01-2015,W1F0P49T,0,108745624,0,0,0,10,281940,0,0,0
01-01-2015,W1F0P6E1,0,134806248,0,0,0,36,246250,0,0,0
01-01-2015,W1F0PAXH,0,41481448,0,0,0,14,302283,0,0,0
01-01-2015,W1F0PNA5,0,185403491,64776,0,26,30,224801,8,8,0
01-01-2015,W1F0Q8FH,0,208576224,0,0,2,40,218859,0,0,10
01-01-2015,W1F0QE96,0,88542560,0,0,0,5,215433,0,0,0
01-01-2015,W1F0QKJP,0,180819432,0,0,0,6,172697,0,0,0
01-01-2015,W1F0QTJM,0,179059296,0,0,31,8,193845,0,0,0
01-01-2015,W1F0R731,0,213430168,0,0,0,31,247273,0,0,2
01-01-2015,W1F0R8W2,0,83173304,0,0,0,12,284415,0,0,0
01-01-2015,W1F0RN8N,0,77573944,0,0,0,14,195653,0,0,0
01-01-2015,W1F0RXV0,0,187201168,0,0,0,20,195571,0,0,0
01-01-2015,W1F0S9SP,0,103406336,0,0,0,36,247388,0,0,0
01-01-2015,W1F0SCL1,0,216424008,0,0,0,6,279771,0,0,0
01-01-2015,W1F0SFJJ,0,12639488,4768,0,0,10,185946,0,0,0
01-01-2015,W1F0SGHR,0,162973840,0,0,0,35,250438,0,0,0
01-01-2015,W1F0SJJ2,0,164095168,0,0,0,9,200800,0,0,0
01-01-2015,W1F0SJNS,0,84680776,0,1,0,30,249417,0,0,1
01-01-2015,W1F0SNW3,0,149497936,0,0,0,11,286134,0,0,0
01-01-2015,W1F0SRG1,0,115192632,0,0,0,32,249669,0,0,2
01-01-2015,W1F0SRNZ,0,15096496,0,0,0,13,202217,0,0,0
01-01-2015,W1F0SVA7,0,105646616,0,0,26,14,194801,0,0,0
01-01-2015,W1F0SWST,0,138593368,0,0,0,13,217902,0,0,0
01-01-2015,W1F0SWXK,0,176631856,0,0,6,17,220539,0,0,0
01-01-2015,W1F0T034,0,78748536,944,0,0,10,286540,0,0,0
01-01-2015,W1F0T074,0,38676456,600,0,10,33,241617,0,0,0
01-01-2015,W1F0T0B1,0,188705712,0,0,0,7,201053,0,0,0
01-01-2015,W1F0T13Q,0,95200320,0,0,0,30,247476,0,0,1
01-01-2015,W1F0T371,0,236841032,0,0,0,8,288036,0,0,0
01-01-2015,W1F0T3AJ,0,38699120,0,0,0,9,287815,0,0,2
01-01-2015,W1F0T3H5,0,112724984,0,0,0,7,192870,0,0,0
01-01-2015,W1F0T3LK,0,76335720,0,0,34,30,249618,0,0,0
01-01-2015,W1F0T474,0,155139184,0,0,0,11,297941,0,0,0
01-01-2015,W1F0T960,0,182057832,0,0,0,37,250749,0,0,3
01-01-2015,W1F0TA59,0,20594272,112,0,0,36,246392,0,0,0
01-01-2015,W1F0TAEP,0,190372704,0,0,0,33,247177,0,0,0
01-01-2015,W1F0TATM,0,139147720,0,0,6,31,204249,0,0,0
01-01-2015,W1F0TCG0,0,54184680,0,0,0,13,243626,0,0,0
01-01-2015,W1F0TGSS,0,94259680,0,0,0,12,281297,0,0,0
01-01-2015,W1F0THAD,0,166546952,0,0,0,5,233087,0,0,0
01-01-2015,W1F0THPN,0,36825208,0,0,0,21,193837,0,0,0
01-01-2015,W1F0TJ66,0,15179720,0,0,0,90,220053,0,0,0
01-01-2015,W1F0TK8P,0,144224632,0,0,0,9,197232,0,0,0
01-01-2015,W1F0TQEE,0,147997976,0,0,0,7,262449,0,0,120
01-01-2015,W1F0TXKY,0,30414760,0,0,0,10,192125,0,0,0
01-01-2015,W1F0TYQ9,0,179057664,0,0,0,7,237888,0,0,0
01-01-2015,W1F0V8CY,0,55593160,0,0,0,19,202572,0,0,0
01-01-2015,W1F0VA0G,0,236879112,0,56,0,12,287852,0,0,0
01-01-2015,W1F0VAS7,0,29906184,0,0,0,4,285128,0,0,4
01-01-2015,W1F0VC83,0,36854256,0,0,0,9,284348,0,0,2
01-01-2015,W1F0VDH2,0,202417864,0,0,0,35,246716,0,0,0
01-01-2015,W1F0VDS7,0,52298320,0,0,0,15,196769,0,0,0
01-01-2015,W1F0VF0M,0,85479624,0,11,0,13,202762,0,0,6
01-01-2015,W1F0VFRE,0,239456296,0,0,0,12,286179,0,0,0
01-01-2015,W1F0VJT2,0,105079944,0,0,0,12,190838,0,0,1
01-01-2015,W1F0VJXT,0,116116288,0,0,0,12,189947,0,0,0
01-01-2015,W1F0VKTT,0,96804152,0,5,0,9,186170,0,0,0
01-01-2015,W1F0VKVH,0,170907544,6328,0,7,10,187787,0,0,0
01-01-2015,W1F0VL4Q,0,99755832,0,0,0,7,216969,0,0,0
01-01-2015,W1F0VL6W,0,166176048,0,0,0,7,214224,0,0,2
01-01-2015,W1F0VL7M,0,142481520,0,0,0,12,243636,0,0,0
01-01-2015,W1F0VL9X,0,114118312,0,0,0,7,194209,0,0,0
01-01-2015,W1F0VNT7,0,99220624,0,0,0,14,317217,0,0,0
01-01-2015,W1F0VVMM,0,174052456,0,0,0,11,192031,0,0,0
01-01-2015,W1F0VZF4,0,229341912,0,0,0,8,193496,0,0,0
01-01-2015,W1F0VZFH,0,127246992,0,0,2,10,361249,0,0,9
01-01-2015,W1F0W0RV,0,129791344,0,0,0,8,166682,0,0,0
01-01-2015,W1F0W1R9,0,90463784,0,0,0,8,303756,0,0,0
01-01-2015,W1F0W220,0,30932488,0,0,0,13,237409,0,0,0
01-01-2015,W1F0W2BX,0,2697888,0,0,0,3,202343,0,0,0
01-01-2015,W1F0W2DH,0,44362048,160,0,0,6,384671,0,0,0
01-01-2015,W1F0W3GE,0,115738944,0,0,0,8,239420,0,0,0
01-01-2015,W1F0W5AQ,0,110247384,1064,0,38,13,185983,0,0,0
01-01-2015,W1F0W5XL,0,37260216,0,0,1,6,215476,0,0,3
01-01-2015,W1F0W63P,0,103963784,0,0,6,6,216406,0,0,0
01-01-2015,W1F0W685,0,34912488,0,0,0,10,201579,0,0,0
